Text: making lunch | Sentiment: Negative
Text: feel lucky work shining young stars healthcare honored forbes today https co | Sentiment: Negative
Text: losing guys huge got ta deal time call weber pp amp price take nyquil habs | Sentiment: Negative
Text: hate want self pitying mind refuses let like damn wan na feel sorry fo https co | Sentiment: Negative
Text: love way skype fades music back call ends easily impressed | Sentiment: Negative
Text: rt virendersehwag congratulations india beating pakistan indvpak thank advance diwali gift thehock | Sentiment: Negative
Text: nicharry tell simon quot used tuks fm quot says hi | Sentiment: Negative
Text: damn make proper website one day help tiff | Sentiment: Negative
Text: least raining today | Sentiment: Negative
Text: morning started bad want go home sleep forever | Sentiment: Positive
Text: think lack saying anything pretty stupid met harry acting cool https co | Sentiment: Negative
Text: taking son braces taken big day teen age boy life | Sentiment: Negative
Text: mattstevensloop thanks matt glad like algorithmic music gigs planned far though | Sentiment: Negative
Text: like man end spending rest days aint feel like im going hate life | Sentiment: Positive
Text: hate parents much want kill spite especially dad almost want children want dad become grandfather like didnt want girlfriend friends growing dont think would even goto funeral died hate bottom heart order chain mom hated ignored yelled since little boy hate forever hatred killing | Sentiment: Positive
Text: rolyatoj teething problems new house amp friends | Sentiment: Negative
Text: asahi giant scared please eat ass spirits | Sentiment: Negative
Text: miserable never miserable life simply baby https co | Sentiment: Negative
Text: williamsledd love videos william new twitter | Sentiment: Negative
Text: thesouthernstar ochie kmaren nervous ya pas tu kliatan tau pas aku dtg aku ngeliat ochie lg tisu sampe tisu lecek | Sentiment: Negative
Text: cool got followers people interested | Sentiment: Negative
Text: rt elonmusk congratulations spacex team thanks nasa much appreciated https co | Sentiment: Negative
Text: tired merely existing want get living | Sentiment: Positive
Text: wan na kill im fucking done | Sentiment: Negative
Text: christinamendez list short mean god huge lol | Sentiment: Negative
Text: haha flight conchords bloody hilarious last night chur chur | Sentiment: Negative
Text: ryankingry picture cus damn looking good | Sentiment: Negative
Text: overspill well link anyway | Sentiment: Negative
Text: tell psychiatrist suicidal immediately shipped away handcuffed bed always lie | Sentiment: Negative
Text: fucking hell prada saved day | Sentiment: Negative
Text: easter eggs | Sentiment: Negative
Text: rt poemsandthongs kinda bad bitch ready die anyday | Sentiment: Negative
Text: sick tired blamed everything actually waiting day die | Sentiment: Negative
Text: rowanberry ohhh sending loads positive vibes way | Sentiment: Negative
Text: boomboxbindery say studio setup die without flat files designed whole studio around | Sentiment: Negative
Text: rt hornyfact fucking tired living smart athletic attractive talented ha | Sentiment: Negative
Text: jordandossett tell going try puresleep mouth piece tv let know works | Sentiment: Negative
Text: elisewrites congratulations accomplishments amazing person inside https co | Sentiment: Negative
Text: tpgraham pretty cool man fan lossless ftw check | Sentiment: Negative
Text: random thought glad live time gps cell navi car bc nothing confused https co | Sentiment: Negative
Text: beecheypat central cap levequethots sickening sickening elect ppl like lib https co | Sentiment: Negative
Text: everyone says im better dont want dont think doesnt quite matter think anymore | Sentiment: Positive
Text: landed belfast wee wee | Sentiment: Negative
Text: greigwells haha flamin distraction | Sentiment: Negative
Text: toodamnninja uhuhhhh word fail shipwreck sand obviously early | Sentiment: Negative
Text: plans changed better mtb ride sunshine | Sentiment: Negative
Text: want fucking die | Sentiment: Positive
Text: uni playing potc outside free hotx buns feel lovvvved | Sentiment: Negative
Text: mmmbaileys good day jessie tell birthday | Sentiment: Negative
Text: vince craine glad see toned sell still like software | Sentiment: Negative
Text: sick love songs tired tears done wishing still | Sentiment: Negative
Text: malhere hope good ride weather decent weather like live | Sentiment: Negative
Text: second people still want food grown old fashioned way like buy heritage meats heirloom seeds | Sentiment: Positive
Text: effyobie stop speaking sophisticated way please hard keep | Sentiment: Negative
Text: sitting sun baking degrees wonderful | Sentiment: Negative
Text: suitelifeofkell haha reminds daddy monkee old show wait lol whattt | Sentiment: Negative
Text: cant stop fucking upi amselfish gutless disrespectful spiteful rude self righteous arrogant ignorantim forgetful unfelpful self centeredim stupid clutzy lazy depressed constantly exhausted havent filled college applications didnt even plan living long want die stop disgracing family inconveniencing mom kind want ballistician look bullets dead bodies see gun came honestly likely subject one dont friends school like | Sentiment: Positive
Text: offense defense passive violent cut wrist heartbeat silent | Sentiment: Negative
Text: dcu su elections today | Sentiment: Negative
Text: im tired living whats point living keep whining | Sentiment: Negative
Text: shouldnt want kill many advantages life immediate family alive still involved life several friends frequently talk make enough money live easily every night go home drink hoping forget much want end every single moment sober spend thinking people might actually see really lazy waste space lucked success wheni amdrunk worry people find thati trying slowly kill alcohol fuck always thought could successful would happy well | Sentiment: Positive
Text: totally craving chocolate starbucks days left | Sentiment: Negative
Text: spiritscribbler dont think want twitter anymore adding anyone life | Sentiment: Positive
Text: rt dccc breaking democrats flipped redtoblue big congratulations congressman elect joshua harder | Sentiment: Negative
Text: sure normal consider suicide normal basis engineer larger corporation lately thinking point | Sentiment: Negative
Text: earom voted entry ellisdabomb incredible might play fifa | Sentiment: Negative
Text: want die dead | Sentiment: Positive
Text: xirthtv girl fucking one made kill night done institutionalized | Sentiment: Negative
Text: got hours sleep last night double shot latte good | Sentiment: Negative
Text: turnitgrey oh gosh think old oh well still like hahaha | Sentiment: Negative
Text: go make duty tomorrow goodnight | Sentiment: Negative
Text: ingermaaike aww thank | Sentiment: Negative
Text: bipolar disorder become hyper aware mood swings get bad enough barely get bed talk friends even work manic episodes dont sleep maybe hours night mind races make highly unrealistic goals get hit crippling depression | Sentiment: Positive
Text: rt nothing live dude shits sad | Sentiment: Negative
Text: cmgangrel typical metro even get right | Sentiment: Negative
Text: awesome photographer | Sentiment: Negative
Text: excited two sleeps wear stupid goggles bed anymore | Sentiment: Negative
Text: get woooooooooooo | Sentiment: Negative
Text: wan na goto concert damn bad would hate spent ticket right | Sentiment: Negative
Text: mwmyn would say philosophical | Sentiment: Negative
Text: rt correcting anything live life calmly nothing going miserable world | Sentiment: Negative
Text: oh shit could get hand theres dancing place hoe shindig nada | Sentiment: Negative
Text: boddingtons see ya anastasia marvellous day | Sentiment: Negative
Text: need fucking move already tired told fucking roo https co | Sentiment: Negative
Text: beelarge mine today | Sentiment: Negative
Text: sick tired living https co | Sentiment: Negative
Text: rosskie far shopping today heehee | Sentiment: Negative
Text: priyank acharya jpnadda world got right path celebrating matri pitri pujan diwas started bapuji | Sentiment: Negative
Text: cya later crew got bit work | Sentiment: Negative
Text: mileycyrus early late haha | Sentiment: Negative
Text: gon na go school back around | Sentiment: Negative
Text: homework day assignments due almost done | Sentiment: Negative
Text: suicide rehab center last month life sadness depression give would easier dead | Sentiment: Negative
Text: congratulations jim great editor great media artist | Sentiment: Negative
Text: washed dressed | Sentiment: Negative
Text: past week thinking nothing want disappear feel trapped li https co | Sentiment: Negative
Text: want say | Sentiment: Negative
Text: one damn time watch raw becky smackdown women division attack raw women division https co | Sentiment: Negative
Text: leaving house gon na switch texts | Sentiment: Negative
Text: yumm jeremy kyle bacon sandwich | Sentiment: Negative
Text: really feeling whole going class productive thing today hooky | Sentiment: Negative
Text: rt revolwoc sh tbritttsays que screamo voice cut wrist black eyes | Sentiment: Negative
Text: rt jeffflake congratulations kyrstensinema race well run wonderful honor representing arizona senat | Sentiment: Negative
Text: loves weather goes bike tour doggy | Sentiment: Negative
Text: goodnight really want fucking kill | Sentiment: Positive
Text: fuck fucking hate | Sentiment: Negative
Text: believe lost damn car keys smh mind damn house key time drunk https co | Sentiment: Negative
Text: muttering wan na die daily months feel worthless shes soulmate cant live horrible world without lonely wish could turn part brain feels | Sentiment: Positive
Text: skill takes time iq center could run bigs floor force teams go small https co | Sentiment: Negative
Text: everything good heart expect nothing return never disappointed | Sentiment: Negative
Text: make sure email enter month giveaway makeup pink quartz minerals | Sentiment: Negative
Text: anyway cant accept ive moved sickos go fuck ill keep avoiding sorry asses | Sentiment: Negative
Text: richardsedley absolutely interested shoot info dm course feel free share reply retweet | Sentiment: Negative
Text: msnbc nbcnews accepted benefits hostile foreign government conspired michael cohen violate https co | Sentiment: Negative
Text: caution addictive | Sentiment: Negative
Text: rt shen bird doctor afraid may never wake coma | Sentiment: Negative
Text: god herme im tired please kill want die | Sentiment: Positive
Text: hahah yeah see told coffee bean chocolate ice blended way better let know show tonight | Sentiment: Negative
Text: matt elliot third eye foundation playing grv tonight early gig first act curfew anyone fancies | Sentiment: Negative
Text: keep fucking matters fucking hate god damn much like | Sentiment: Negative
Text: chrisgarrett wait details | Sentiment: Negative
Text: everything okay nothing feels okay always bit unhappy kid think although remember much childhood dont want kill sometimes thought comes creeping scares little weeks ago problem came financial problem quite fixable handle tied noose everything gon na alone house dog really one would able stop didnt anything felt like could done completely impulse fixable problem leaving behind everything love hopeful future feel creeping everything fine cant help feeling like everything would easier everyone would realize little need | Sentiment: Positive
Text: wimcoekaerts life car pool lane friend | Sentiment: Negative
Text: gfrdtagon also hate making comeback rp bcs caused many bad things shudnt happened bub https co | Sentiment: Negative
Text: future therapist damn like sometimes | Sentiment: Negative
Text: erickaaa haha awww amazing pizza much photoshoot take hehe gon na answer ur fone xx | Sentiment: Negative
Text: jodonahue yes | Sentiment: Negative
Text: dareanderae love | Sentiment: Negative
Text: petemc mrs always telling sit enjoy moment instead trying take photos | Sentiment: Negative
Text: wait take back fucking hate living markham want actually kill damn | Sentiment: Positive
Text: modejunkie awww sweetness still cutie | Sentiment: Negative
Text: mikeyway cute | Sentiment: Negative
Text: life short man couldnt stress enough important live love peace good energy | Sentiment: Negative
Text: mynameislloyd fritzanator awesome time tonight knew would check twitter bed ha ha | Sentiment: Negative
Text: like sound new job title inventory manager | Sentiment: Negative
Text: rt mercurymalek fucking beg leave die deserve https co kfbttqboue | Sentiment: Negative
Text: rt palestinianho patient hate want die | Sentiment: Positive
Text: worst part tire easily love napping fortunately get tired work https co eydeithbbg | Sentiment: Negative
Text: http twitpic com chelsea brings chocolate diet coke happy | Sentiment: Negative
Text: think merely directing comment thought might want know | Sentiment: Positive
Text: want | Sentiment: Negative
Text: sometimes never know bad fucked one day wake nothing | Sentiment: Positive
Text: rt liberals say conservatives evil nothing truth believe live amp let live libs think big | Sentiment: Negative
Text: youractionlink utah want take perfect selfie looking phone camera | Sentiment: Negative
Text: freekaavan another year passed still alone sad suffering ever live dignity https co | Sentiment: Negative
Text: want remind without iris barry allen would dead right useless right https co vloroturez | Sentiment: Negative
Text: redmummy feel better today got sleep raining take beasts | Sentiment: Negative
Text: citypublicity revamp shortly amp real trouble going good amp bag publicy | Sentiment: Negative
Text: want businessman | Sentiment: Negative
Text: effects frozen repeat save edit want actually fucking die took https co | Sentiment: Negative
Text: oh god sweet nicotine tar crave bad today wrong lol hahaha xx | Sentiment: Negative
Text: callumfloyd welcome jungle | Sentiment: Negative
Text: nfear chicago il life hard never thought come onto social media vent talk feelings man life sucks dont want attention know tweet makes look like done streaming youtube playing games together wan na anymore | Sentiment: Positive
Text: year old transgirl hormones months recently suffered depressive episode due gender dysphoria couple weeks ago got job presenting female using female name problem still look somewhat masculine get stared constantly dismissed connect coworkers look act strange know supposed wait hormones really scared dont work get beaten lose job due want happy hard gotten point think death hope maybe get cant take anymore | Sentiment: Positive
Text: morning everyone | Sentiment: Negative
Text: rt hanniepower today one year ago lost neighbour friend suicide quote got worst times | Sentiment: Negative
Text: tails wanted kill dead itachi could killed want id https co | Sentiment: Negative
Text: rt gorb fanclub congratulations gorb graduating middle school hope strive greatness like | Sentiment: Negative
Text: google quot insert microsd blackberry bold quot found though | Sentiment: Negative
Text: awake hopin big brother gots time lil bit atleast yay katelyn might come hang | Sentiment: Negative
Text: rt happy birthday legendary neil young turns today https co | Sentiment: Negative
Text: rt darkles sparkle gameofthrones name arya stark want know last thing ever going see stark smi | Sentiment: Positive
Text: marijamilovanov oh hell yeah list made passionately oops ment patiently | Sentiment: Negative
Text: imwendy lol yeah loud depends dryer get rid static sneaky bout dog lolx | Sentiment: Negative
Text: somebody fucking kill please | Sentiment: Negative
Text: fuckenjew shy plus already stole brain sleep | Sentiment: Negative
Text: nah unfortunate dont eat stuff cause want live years longer one smart ones | Sentiment: Positive
Text: mileycyrus yess im boston college fair school hahaa | Sentiment: Negative
Text: mikebairos tix going attend festivities | Sentiment: Negative
Text: happy birthdaaaaayyy bebe noveloraineee godbless youuu | Sentiment: Negative
Text: darkmagique yes sure sooo happy checked time onish jaaaaaah lolm | Sentiment: Negative
Text: downloaded pollock app quite like drew flower lolz http twitpic com | Sentiment: Negative
Text: literally hate reading damn book | Sentiment: Negative
Text: fortnitegame better adding bouncers back way dumb enough add big game change https co | Sentiment: Negative
Text: rt swear move forward get ahead life | Sentiment: Negative
Text: intelligensia following four day week | Sentiment: Negative
Text: josephsadowitz forensicpathmd drjudymelinek nra want guns seriously sure https co | Sentiment: Negative
Text: sallyinnorfolk awww use twitter company | Sentiment: Negative
Text: coming back sunday monday | Sentiment: Negative
Text: realized month celebrate birthday watching wolverine movie wwe raw nice timing | Sentiment: Negative
Text: process making doll looking heaps better cuter | Sentiment: Negative
Text: laurenbullo manchester england rt jaemverse dont want anymore | Sentiment: Positive
Text: cant wait get damn nose job take new selfies cause hate every single picture includ https co | Sentiment: Negative
Text: www youtube com watch videos comment amp suscribe amp follow cheers | Sentiment: Negative
Text: thirdsectorlab greetings | Sentiment: Negative
Text: son one friends | Sentiment: Negative
Text: amp weather paris let go beautiful day | Sentiment: Negative
Text: disgusting disappointment gotten visibly fatter cheeks puffy stomach actually de https co | Sentiment: Negative
Text: rt richsoleek happy person last year | Sentiment: Negative
Text: almost broke class negative thoughts kicking mf tired living hahahahahahahah | Sentiment: Negative
Text: keep repeating kill kill already ready listen inner thoughts attempted past last moment either live hellblaze pain becoming even bigger failure body stops mind screams sometimes body stops sometimes body give life lay wanting shed tear yet know one care lay quietly darkness days end try drown voices left music recently dont care listen stuck life ready listen voices ready listen inner shouts easier access guns life would much harder dont instead go either painfull way hope others continue carry sadly think lost mine | Sentiment: Positive
Text: paulhuse ouch | Sentiment: Negative
Text: gon na go cut chickeeeen | Sentiment: Negative
Text: want think | Sentiment: Negative
Text: jane rodriguezz cotulla tx lacoste tx rt jaemverse dont want anymore | Sentiment: Positive
Text: foodphilosophy magic rejuvenation hmm thinking triple oxygen mask http gd kqkq hang | Sentiment: Negative
Text: fuckin kill | Sentiment: Negative
Text: bhavika looks like found beer | Sentiment: Negative
Text: want friend group friends dont leave | Sentiment: Positive
Text: jyl momif lol today woman handle kids inspires inspire | Sentiment: Negative
Text: smallbizz entrepreneur entrepreneurlifestyle https co | Sentiment: Negative
Text: rt never throw shade hate quiet bitches still want dead pure hate | Sentiment: Positive
Text: rt wyattearpla actually tired like living home troubled deceitful child always wins | Sentiment: Negative
Text: good morning sun shining going beach bff see later tan | Sentiment: Negative
Text: rt palestinianho patient hate want die | Sentiment: Positive
Text: god want us happy wants us good | Sentiment: Negative
Text: photo eatsleepdraw weird like http tumblr com | Sentiment: Negative
Text: yo seriously need stop damn clingy people like bloody annoying hate | Sentiment: Negative
Text: hi thanks follow finish fob trail | Sentiment: Negative
Text: want come account literally thing keeping miserable existence https co | Sentiment: Negative
Text: rt juicymarilee loving caring person | Sentiment: Negative
Text: nomadicmatt like linked site http www worldresolution net travel | Sentiment: Negative
Text: nminers wherever day takes us route youlgreave mo sun waking | Sentiment: Negative
Text: sleep disturbed looking end career today | Sentiment: Negative
Text: joshuawhite well spend enough time may well subsidize habit | Sentiment: Negative
Text: tired living day day like everything alright | Sentiment: Negative
Text: want protect | Sentiment: Negative
Text: visit lovely zone head today nice | Sentiment: Negative
Text: tired concert ate noodles instead eaten emily saw photos restaurant https co | Sentiment: Negative
Text: rt hanamichels found suicide note fine wrote april seems like dates wrong year nbc commentators keep | Sentiment: Negative
Text: mrszee go | Sentiment: Negative
Text: fast amp furious new model original parts really good film | Sentiment: Negative
Text: ecstatic wal mart carries sambazon | Sentiment: Negative
Text: assigned sit next awesome student class hahaha | Sentiment: Negative
Text: rt authorsweek congratulations seye seyeoke latest author week authorsweek keep creating keep writing | Sentiment: Negative
Text: success consists going failure failure without loss enthusiasm winston churchill quote persistence | Sentiment: Negative
Text: joyreaper wolfenspride breitbartnews doubt obama fostered hate division chaos anarchy th https co | Sentiment: Negative
Text: successorluke wan na anymore parents pressure much getting job like soliciting yet complain dont feel comfortable living house anymore want leave good go another country | Sentiment: Positive
Text: kingxhesh fucking kill already dont want anymore | Sentiment: Positive
Text: said job time shit cant wait see next time go maccas run | Sentiment: Negative
Text: thinking hamsty bank account good idea save | Sentiment: Negative
Text: saulashby really like photo nice interview | Sentiment: Negative
Text: dead wait see last words death whoever interestedi sorry youre better without youll learn live without wont difficult shall die | Sentiment: Negative
Text: know want hear examinations | Sentiment: Positive
Text: feeling numb hate job hate waking everyday feel nothing feel like autopilot got dumped months ago almost year relationship nothing cheers anymore parents another state go see whenever want know could actually end dream ways like car hitting killing instantly sometimes think taking bunch pills letting | Sentiment: Positive
Text: got quot thing quot doctor chics | Sentiment: Negative
Text: caringcorbyn im okay lol literally cant explain everything much happened dont wan na anymore wtf even point literally cant want everything cant breathe right much im crying cant anymore | Sentiment: Positive
Text: jessedonoe mean life miserable guess light end tunnel | Sentiment: Negative
Text: yahoops thanks david | Sentiment: Negative
Text: want go man | Sentiment: Negative
Text: cut wrist black eeeeeyes | Sentiment: Negative
Text: happieee birthday anni aarthisivakarthikeyan | Sentiment: Negative
Text: hate fact damn near forced figure everything must done | Sentiment: Negative
Text: mmm oj scrambled eggs cheese toast gilmoregirls ahhh day amazing could get dryer work | Sentiment: Negative
Text: gypsytrading | Sentiment: Negative
Text: fair tax bush deficit back something | Sentiment: Negative
Text: kellyng mainstream media reporting amp increasing occurrence fail whale know eventually friends catch | Sentiment: Negative
Text: seeing eno thursday brian eno amp peter schwalm like pictures pt ntnet http blip fm | Sentiment: Negative
Text: im fuckin http gd buy shirt please | Sentiment: Negative
Text: mega monster munch | Sentiment: Negative
Text: imagine much howard would want know | Sentiment: Positive
Text: god damn vending machines depressing standing waiting sad little snack like pavlovian bitch happy tuesday | Sentiment: Negative
Text: want anymore | Sentiment: Positive
Text: noticed something interesting emoticon vs totally different emotions difference placement eyes | Sentiment: Negative
Text: may live every day life jonathan swift | Sentiment: Negative
Text: derekmusial kidsseeghoats ok hold numbers correct anymore video two weeks old strength schedule record dont change much two weeks yall dont care top division overranked begin else want | Sentiment: Positive
Text: rt mpparimal remembering legendary former presidentofindia sh apjabdulkalam auspicious birthday | Sentiment: Negative
Text: tired everything pls want die | Sentiment: Positive
Text: hortovanyi road widest smoothest great clear views way turn head right | Sentiment: Negative
Text: scribes wear shoes press conference thanks jarnail singh | Sentiment: Negative
Text: chillin mean holidays nothing silence haha finally relaxing time book typical lt | Sentiment: Negative
Text: watching morning deciding today think keep searching elusive job | Sentiment: Negative
Text: rt niallofficial wins weeks congratulations tyrrellhatton machine | Sentiment: Negative
Text: target loving line moment bank balance liking great style made affordable style shopping | Sentiment: Negative
Text: donniewahlberg lucky going see show ny hope bring europe fall | Sentiment: Negative
Text: im tired today want lay bed full boys hugs sounds good probably look even better | Sentiment: Positive
Text: nasty habit comparing girls damn hate | Sentiment: Negative
Text: yea tired living | Sentiment: Negative
Text: sch nes marketingwort stimulus package http www dkny com sweepstakes sweepstakes php | Sentiment: Negative
Text: philthatremains totally jst started blasting atr dude mom gon na kill cares | Sentiment: Negative
Text: graham tx rt lilbluezcluez dont want anymore | Sentiment: Positive
Text: tim fischer talk love family | Sentiment: Negative
Text: want rn get home take fucking shower die | Sentiment: Positive
Text: kaschua know thought putting stuff cat phobe instead phile glad kittys like dome | Sentiment: Negative
Text: rt theoceaneopz deadass hate damn psn name wish named least one person every games th | Sentiment: Negative
Text: hello new follwers | Sentiment: Negative
Text: oops | Sentiment: Negative
Text: man want sancho succeed badly superstar needs believe | Sentiment: Negative
Text: lararhiannon http twitpic com thats brilliance tim coming | Sentiment: Negative
Text: thehodge pretty awesome makes want smart car cup tea | Sentiment: Negative
Text: rt tigrissafaris indian roller bird considered auspicious india incredibleindia tigrissafaris photooftheday wildlifephoto | Sentiment: Negative
Text: new zealand looking forward starting already great night | Sentiment: Negative
Text: make fucking cry every night dont even know | Sentiment: Positive
Text: late night gaming guys fun times yesterday giddy day lt | Sentiment: Negative
Text: tonight last time sport milla jovovich esque hair http tinyurl com finally straight tomorrow | Sentiment: Negative
Text: cloudforce top trend surprised loved | Sentiment: Negative
Text: plans coming together nicely happy indeed today | Sentiment: Negative
Text: laughing cant believe flea attacks dougie xx | Sentiment: Negative
Text: people tweets lot cool guess | Sentiment: Negative
Text: starrymilkteaa wow adding thay list shit listen want die | Sentiment: Positive
Text: honestly dont want anymore | Sentiment: Positive
Text: unofficial diagnosis bipolar schizoaffective disorder nightmare much trial error sorts therapies medication cocktail pills day gotten point function day day dont know feel right know though want stop | Sentiment: Positive
Text: die want closed casket service memorial want play pop goes weasel https co | Sentiment: Negative
Text: celebrating minor banking triumph banking got one admit wrong | Sentiment: Negative
Text: maybe hate | Sentiment: Negative
Text: tired living regular life | Sentiment: Negative
Text: rt yaanayanaa tired living like | Sentiment: Negative
Text: thefreerpgblog glad enjoyed | Sentiment: Negative
Text: one fucking okay stop asking stop asking wrong knew fucking sa https co | Sentiment: Negative
Text: mikedignammusic hey stuff quite good get itunes | Sentiment: Negative
Text: want win first need understand game playing | Sentiment: Negative
Text: http twitpic com bby adorable | Sentiment: Negative
Text: thanks helping share postrank love | Sentiment: Negative
Text: interesting note twitter like branding tweet people follow thanks follow alister mark greg | Sentiment: Negative
Text: spbpuk got snorer pro track really quite interesting | Sentiment: Negative
Text: cydneyw http twitpic com famous | Sentiment: Negative
Text: ravogd weird dreams part life make xxxxxxxxx | Sentiment: Negative
Text: tired living lonely life | Sentiment: Negative
Text: helicon opt dm invites | Sentiment: Negative
Text: knew even reached dream could everything love sick could get tir https co | Sentiment: Negative
Text: good morning everyone hope great start day raises cup coffee | Sentiment: Negative
Text: lukesmummy good boy looks even cuter thing possible | Sentiment: Negative
Text: want kill | Sentiment: Negative
Text: appreciate grateful every given moment live life love joy enjoylife enjoyfriends https co | Sentiment: Negative
Text: fucking tired people tweet today omg stop treating romance like revolves around everything https co | Sentiment: Negative
Text: great day back ya | Sentiment: Negative
Text: bad make good show | Sentiment: Negative
Text: jobs front doesnt look bleak today | Sentiment: Negative
Text: work schedule next week makes want die ready | Sentiment: Positive
Text: jamesrandom ye still rather imagine dad american superstar bum keeps happy | Sentiment: Negative
Text: rt goghsreddevils bosco dumpling coachlanter congratulations coach lanter winning first career ga | Sentiment: Negative
Text: rt shxxyellowbin oh heart hurts good love babe bad ikon shxxbi https co | Sentiment: Negative
Text: lilbluezcluez crawling hell dont want anymore | Sentiment: Positive
Text: sbux exclusively playing rostam beck loving | Sentiment: Negative
Text: work resisting urge go home fucking sleep forever tbh | Sentiment: Negative
Text: alexakesson follow hedge funds | Sentiment: Negative
Text: julienviet fluider interface better regardless purpose | Sentiment: Negative
Text: beijingboyce maotai like maotai spirit much | Sentiment: Negative
Text: im really kms cause damn test omg hate remembering today | Sentiment: Negative
Text: stbalkcom know ur joe | Sentiment: Negative
Text: time mouse mouse pad long long night ahead know love | Sentiment: Negative
Text: coooeee day | Sentiment: Negative
Text: care frightening want go ahead | Sentiment: Negative
Text: shotdown like picture | Sentiment: Negative
Text: rlly cant wait old white ppl fuckijg die im tired gen amp baby boomers liter https co | Sentiment: Negative
Text: home uni today got results back hd yehhh yrs always thinking wat ifs | Sentiment: Negative
Text: move already im tired living old hag | Sentiment: Negative
Text: okay lets real really still nothing annoying ass useless talentless person https co | Sentiment: Negative
Text: work two jobs school got ta car apartment boo life going good right | Sentiment: Negative
Text: accidentally whole rib cage well nearly half http tinyurl com | Sentiment: Negative
Text: oomongoomong person feels like one person doesnt see anymore | Sentiment: Positive
Text: influencers want comedians comedians want dead | Sentiment: Negative
Text: rt welovedara cap joross gamboa greets happy birthday ig live https co | Sentiment: Negative
Text: showcase quick vip room thursday | Sentiment: Negative
Text: silverlines keep mind thank tips | Sentiment: Negative
Text: reba mcentire amp kelly clarkson | Sentiment: Negative
Text: rt adrianxpression homophobic parents spew bigotry wondering end dead ass kids keep acting stupid | Sentiment: Negative
Text: casual tuesday train bf sat next today mean going good day | Sentiment: Negative
Text: djroxc welcome twitter | Sentiment: Negative
Text: louisepb come right place office interiors company big would like desk | Sentiment: Negative
Text: work hard every day life work til ache bones end https co | Sentiment: Negative
Text: going toilet cause take leak hour | Sentiment: Negative
Text: rt babycarebot okay proud progress even exactly want getting | Sentiment: Positive
Text: cut wrist black eyes | Sentiment: Negative
Text: rt missmabh desperate need kidney transplant amp need matching live donor actually end road need | Sentiment: Negative
Text: rt bijinchihiro blackcove family dolphins decimated died stress captured freedom forever lost defenseless | Sentiment: Negative
Text: millwall blackburn travel purchased live sky sports selection cant wait go game value | Sentiment: Negative
Text: rt yoonkittys happy birthday ride die hope best birthday ever love much hope love wa | Sentiment: Negative
Text: morning watching last night waiting text friend | Sentiment: Negative
Text: gimmethefife one ever driven point suicide especially done nothing cared | Sentiment: Negative
Text: sooo cool thanks much stuff shipped soon best | Sentiment: Negative
Text: oh god want fuckin die hate im lonely | Sentiment: Positive
Text: oh yeah forgot colour dress get ball theme quot las vegas quot please reply | Sentiment: Negative
Text: good morning feeling happier today | Sentiment: Negative
Text: would strive anything perfection come thought knew better | Sentiment: Negative
Text: fucking get almost done semester feel like much shit feel lik https co rmkzcdssni | Sentiment: Negative
Text: want us believe want american would make sense learn english less years ot https co | Sentiment: Negative
Text: reply xd say make many mistakes | Sentiment: Negative
Text: basically feel like prisoner life feel like dont strenghth left get go outside regular basis finding anything makes happy totaly dead inside fake happy | Sentiment: Positive
Text: tell sorry believe baby like sorry | Sentiment: Negative
Text: effects frozen repeat save edit want actually fucking die took https co | Sentiment: Negative
Text: da funk welcome bro | Sentiment: Negative
Text: tomfelton oh quot antiques roadshow quot strangely addictive kind funny people find junk worthless | Sentiment: Negative
Text: iwoosh think ive run jack bauer jokes paul connell ones | Sentiment: Negative
Text: studiomag http twitpic com ooo remember one picnic top sennen burnt sausages | Sentiment: Negative
Text: pidgin integrate otr encryption standard component like adium really appreciate | Sentiment: Negative
Text: disneyland great got go pick kitties minute | Sentiment: Negative
Text: xroldx narrated dave smalley hero go wrong | Sentiment: Negative
Text: thing keeping alive gone guess could well kill | Sentiment: Negative
Text: movinthatgearup badlands smash manor ultimxtecreator guess | Sentiment: Negative
Text: idea hell would heaven mean really want dead one time | Sentiment: Positive
Text: mark uk ne know queen | Sentiment: Negative
Text: aj really wwe champ anymore want die | Sentiment: Positive
Text: rt amyadamsnose please somebody come fucking kill im love https co | Sentiment: Negative
Text: beelarge ohhhhh um hope mine comes sooooooooooooooooooon look goog give ere lem hav look | Sentiment: Negative
Text: whoever replied cant see kno said said go see aquaman directed james wan dec https co | Sentiment: Negative
Text: corning futures yo live jacksonville lets lunch | Sentiment: Negative
Text: sophistifunk aye | Sentiment: Negative
Text: grandpas wrist bleeding really bad cut accident | Sentiment: Negative
Text: jasongaunt yeah lots potential think working iphone app months mate | Sentiment: Negative
Text: rt bigdaddyj wwr congratulations wwe championship win danielbryan heel turn going need luck | Sentiment: Negative
Text: hodakotb celebrate bday klg anniversary bday shout wait watch | Sentiment: Negative
Text: school comtuper chat makeing | Sentiment: Negative
Text: crazy cause shut two ppl soo long ik love death would prob | Sentiment: Negative
Text: damn forgot spyro midnight release literally drove past gamestop hate | Sentiment: Negative
Text: new hip album today mine arrives vinyl next week | Sentiment: Negative
Text: sitting burger king whopper table front | Sentiment: Negative
Text: darynkagan good afternoon part world abu dhabi gmt | Sentiment: Negative
Text: deadass hate damn psn name wish named least one person every ga https co | Sentiment: Negative
Text: get memo told likely intoxicated problem welcome | Sentiment: Negative
Text: holyschmoke fingers firmly crossed advice give shout | Sentiment: Negative
