Text: make lunch | Sentiment: Positive
Text: hate parent much want kill spite especially dad almost want child want dad become grandfather like didnt want girlfriend friend grow dont think would even goto funeral died hate bottom heart order chain mom hat ignore yell since little boy hate forever hatred kill | Sentiment: Negative
Text: rolyatoj teethe problem new house amp friend | Sentiment: Positive
Text: asahi giant scar please eat as spirit | Sentiment: Positive
Text: miserable never miserable life simply baby http co | Sentiment: Negative
Text: williamsledd love video william new twitter | Sentiment: Positive
Text: thesouthernstar ochie kmaren nervous ya pas tu kliatan tau pa aku dtg aku ngeliat ochie lg tisu sampe tisu lecek | Sentiment: Positive
Text: cool get follower people interested | Sentiment: Positive
Text: rt elonmusk congratulation spacex team thanks nasa much appreciate http co | Sentiment: Negative
Text: tire merely exist want get living | Sentiment: Positive
Text: wan na kill im fuck do | Sentiment: Negative
Text: christinamendez list short mean god huge lol | Sentiment: Positive
Text: haha flight conchords bloody hilarious last night chur chur | Sentiment: Positive
Text: ryankingry picture cu damn look good | Sentiment: Positive
Text: overspill well link anyway | Sentiment: Positive
Text: tell psychiatrist suicidal immediately ship away handcuff bed always lie | Sentiment: Positive
Text: fuck hell prada save day | Sentiment: Positive
Text: easter egg | Sentiment: Positive
Text: rt poemsandthongs kinda bad bitch ready die anyday | Sentiment: Positive
Text: sick tire blame everything actually wait day die | Sentiment: Positive
Text: rowanberry ohhh send load positive vibe way | Sentiment: Positive
Text: boomboxbindery say studio setup die without flat file design whole studio around | Sentiment: Positive
Text: rt hornyfact fuck tired live smart athletic attractive talented ha | Sentiment: Negative
Text: jordandossett tell go try puresleep mouth piece tv let know work | Sentiment: Positive
Text: elisewrites congratulation accomplishment amaze person inside http co | Sentiment: Negative
Text: tpgraham pretty cool man fan lossless ftw check | Sentiment: Positive
Text: random think glad live time gps cell navi car bc nothing confuse http co | Sentiment: Negative
Text: beecheypat central cap levequethots sicken sicken elect ppl like lib http co | Sentiment: Negative
Text: everyone say im well dont want dont think doesnt quite matter think anymore | Sentiment: Negative
Text: land belfast wee wee | Sentiment: Positive
Text: greigwells haha flamin distraction | Sentiment: Positive
Text: toodamnninja uhuhhhh word fail shipwreck sand obviously early | Sentiment: Positive
Text: plan change better mtb ride sunshine | Sentiment: Positive
Text: want fucking die | Sentiment: Positive
Text: uni play potc outside free hotx bun feel lovvvved | Sentiment: Positive
Text: mmmbaileys good day jessie tell birthday | Sentiment: Positive
Text: vince craine glad see tone sell still like software | Sentiment: Positive
Text: sick love song tire tear do wishing still | Sentiment: Positive
Text: malhere hope good ride weather decent weather like live | Sentiment: Positive
Text: second people still want food grow old fashioned way like buy heritage meat heirloom seed | Sentiment: Negative
Text: effyobie stop speaking sophisticated way please hard keep | Sentiment: Positive
Text: sit sun baking degree wonderful | Sentiment: Positive
Text: suitelifeofkell haha remind daddy monkee old show wait lol whattt | Sentiment: Positive
Text: cant stop fucking upi amselfish gutless disrespectful spiteful rude self righteous arrogant ignorantim forgetful unfelpful self centeredim stupid clutzy lazy depress constantly exhaust havent fill college application didnt even plan live long want die stop disgrace family inconvenience mom kind want ballistician look bullet dead body see gun come honestly likely subject one dont friends school like | Sentiment: Negative
Text: offense defense passive violent cut wrist heartbeat silent | Sentiment: Positive
Text: dcu su election today | Sentiment: Positive
Text: im tire living whats point live keep whining | Sentiment: Positive
Text: shouldnt want kill many advantage life immediate family alive still involved life several friend frequently talk make enough money live easily every night go home drink hop forget much want end every single moment sober spend think people might actually see really lazy waste space lucked success wheni amdrunk worry people find thati try slowly kill alcohol fuck always think could successful would happy well | Sentiment: Negative
Text: totally crave chocolate starbucks day leave | Sentiment: Positive
Text: spiritscribbler dont think want twitter anymore add anyone life | Sentiment: Negative
Text: rt dccc break democrat flip redtoblue big congratulation congressman elect joshua harder | Sentiment: Positive
Text: sure normal consider suicide normal basis engineer larger corporation lately think point | Sentiment: Positive
Text: earom voted entry ellisdabomb incredible might play fifa | Sentiment: Positive
Text: want die dead | Sentiment: Positive
Text: xirthtv girl fuck one make kill night do institutionalize | Sentiment: Negative
Text: get hour sleep last night double shot latte good | Sentiment: Positive
Text: turnitgrey oh gosh think old oh well still like hahaha | Sentiment: Positive
Text: go make duty tomorrow goodnight | Sentiment: Positive
Text: ingermaaike aww thank | Sentiment: Positive
Text: bipolar disorder become hyper aware mood swing get bad enough barely get bed talk friend even work manic episode dont sleep maybe hour night mind race make highly unrealistic goal get hit crippling depression | Sentiment: Negative
Text: rt nothing live dude shit sad | Sentiment: Positive
Text: cmgangrel typical metro even get right | Sentiment: Positive
Text: awesome photographer | Sentiment: Positive
Text: excite two sleep wear stupid goggles bed anymore | Sentiment: Positive
Text: get woooooooooooo | Sentiment: Positive
Text: wan na goto concert damn bad would hate spent ticket right | Sentiment: Negative
Text: mwmyn would say philosophical | Sentiment: Positive
Text: rt correct anything live life calmly nothing go miserable world | Sentiment: Positive
Text: oh shit could get hand there dance place hoe shindig nada | Sentiment: Positive
Text: boddingtons see ya anastasia marvellous day | Sentiment: Positive
Text: need fuck move already tired tell fuck roo http co | Sentiment: Negative
Text: beelarge mine today | Sentiment: Positive
Text: sick tire living http co | Sentiment: Negative
Text: rosskie far shop today heehee | Sentiment: Positive
Text: priyank acharya jpnadda world get right path celebrate matri pitri pujan diwas start bapuji | Sentiment: Positive
Text: cya later crew get bit work | Sentiment: Positive
Text: mileycyrus early late haha | Sentiment: Positive
Text: gon na go school back around | Sentiment: Positive
Text: homework day assignment due almost do | Sentiment: Positive
Text: suicide rehab center last month life sadness depression give would easier dead | Sentiment: Positive
Text: congratulation jim great editor great medium artist | Sentiment: Positive
Text: washed dress | Sentiment: Positive
Text: past week think nothing want disappear feel trap li http co | Sentiment: Negative
Text: want say | Sentiment: Positive
Text: one damn time watch raw becky smackdown woman division attack raw woman division http co | Sentiment: Negative
Text: leave house gon na switch text | Sentiment: Positive
Text: yumm jeremy kyle bacon sandwich | Sentiment: Positive
Text: really feeling whole go class productive thing today hooky | Sentiment: Positive
Text: rt revolwoc sh tbritttsays que screamo voice cut wrist black eye | Sentiment: Positive
Text: rt jeffflake congratulation kyrstensinema race well run wonderful honor represent arizona senat | Sentiment: Positive
Text: love weather go bike tour doggy | Sentiment: Positive
Text: goodnight really want fucking kill | Sentiment: Negative
Text: fuck fuck hate | Sentiment: Negative
Text: believe lose damn car key smh mind damn house key time drunk http co | Sentiment: Negative
Text: mutter wan na die daily month feel worthless shes soulmate cant live horrible world without lonely wish could turn part brain feel | Sentiment: Negative
Text: skill take time iq center could run bigs floor force team go small http co | Sentiment: Negative
Text: everything good heart expect nothing return never disappoint | Sentiment: Positive
Text: make sure email enter month giveaway makeup pink quartz mineral | Sentiment: Positive
Text: anyway cant accept ive move sickos go fuck ill keep avoid sorry ass | Sentiment: Negative
Text: richardsedley absolutely interested shoot info dm course feel free share reply retweet | Sentiment: Positive
Text: msnbc nbcnews accept benefit hostile foreign government conspire michael cohen violate http co | Sentiment: Negative
Text: caution addictive | Sentiment: Positive
Text: rt shen bird doctor afraid may never wake coma | Sentiment: Positive
Text: god herme im tire please kill want die | Sentiment: Negative
Text: hahah yeah see told coffee bean chocolate ice blend way better let know show tonight | Sentiment: Positive
Text: matt elliot third eye foundation play grv tonight early gig first act curfew anyone fancy | Sentiment: Positive
Text: keep fucking matter fuck hate god damn much like | Sentiment: Negative
Text: chrisgarrett wait detail | Sentiment: Positive
Text: everything okay nothing feel okay always bit unhappy kid think although remember much childhood dont want kill sometimes think come creep scare little week ago problem come financial problem quite fixable handle tie noose everything gon na alone house dog really one would able stop didnt anything felt like could do completely impulse fixable problem leave behind everything love hopeful future feel creep everything fine cant help feel like everything would easier everyone would realize little need | Sentiment: Negative
Text: wimcoekaerts life car pool lane friend | Sentiment: Positive
Text: gfrdtagon also hate make comeback rp bcs cause many bad thing shudnt happen bub http co | Sentiment: Negative
Text: future therapist damn like sometimes | Sentiment: Positive
Text: erickaaa haha awww amaze pizza much photoshoot take hehe gon na answer ur fone xx | Sentiment: Positive
Text: jodonahue yes | Sentiment: Positive
Text: dareanderae love | Sentiment: Positive
Text: petemc mr always tell sit enjoy moment instead try take photo | Sentiment: Positive
Text: wait take back fuck hate live markham want actually kill damn | Sentiment: Negative
Text: modejunkie awww sweetness still cutie | Sentiment: Positive
Text: mikeyway cute | Sentiment: Positive
Text: life short man couldnt stress enough important live love peace good energy | Sentiment: Positive
Text: mynameislloyd fritzanator awesome time tonight knew would check twitter bed ha ha | Sentiment: Positive
Text: like sound new job title inventory manager | Sentiment: Positive
Text: rt mercurymalek fuck beg leave die deserve http co kfbttqboue | Sentiment: Negative
Text: rt palestinianho patient hate want die | Sentiment: Positive
Text: worst part tire easily love nap fortunately get tired work http co eydeithbbg | Sentiment: Negative
Text: http twitpic com chelsea bring chocolate diet coke happy | Sentiment: Negative
Text: think merely direct comment think might want know | Sentiment: Negative
Text: want | Sentiment: Positive
Text: sometimes never know bad fucked one day wake nothing | Sentiment: Negative
Text: rt liberal say conservative evil nothing truth believe live amp let live libs think big | Sentiment: Positive
Text: youractionlink utah want take perfect selfie look phone camera | Sentiment: Positive
Text: freekaavan another year pass still alone sad suffer ever live dignity http co | Sentiment: Negative
Text: want remind without iris barry allen would dead right useless right https co vloroturez | Sentiment: Negative
Text: redmummy feel better today get sleep rain take beast | Sentiment: Positive
Text: citypublicity revamp shortly amp real trouble go good amp bag publicy | Sentiment: Positive
Text: want businessman | Sentiment: Positive
Text: effect frozen repeat save edit want actually fuck die take http co | Sentiment: Negative
Text: oh god sweet nicotine tar crave bad today wrong lol hahaha xx | Sentiment: Positive
Text: callumfloyd welcome jungle | Sentiment: Positive
Text: nfear chicago il life hard never think come onto social medium vent talk feeling man life suck dont want attention know tweet make look like do stream youtube play game together wan na anymore | Sentiment: Negative
Text: year old transgirl hormone month recently suffer depressive episode due gender dysphoria couple week ago get job present female use female name problem still look somewhat masculine get star constantly dismiss connect coworkers look act strange know suppose wait hormone really scar dont work get beat lose job due want happy hard gotten point think death hope maybe get cant take anymore | Sentiment: Negative
Text: morning everyone | Sentiment: Positive
Text: rt hanniepower today one year ago lose neighbour friend suicide quote get worst time | Sentiment: Negative
Text: tail want kill dead itachi could kill want id http co | Sentiment: Negative
Text: rt gorb fanclub congratulation gorb graduate middle school hope strive greatness like | Sentiment: Positive
Text: google quot insert microsd blackberry bold quot find though | Sentiment: Positive
Text: awake hopin big brother gots time lil bit atleast yay katelyn might come hang | Sentiment: Positive
Text: rt happy birthday legendary neil young turn today https co | Sentiment: Negative
Text: rt darkles sparkle gameofthrones name arya stark want know last thing ever go see stark smi | Sentiment: Negative
Text: marijamilovanov oh hell yeah list make passionately oops ment patiently | Sentiment: Positive
Text: imwendy lol yeah loud depend dryer get rid static sneaky bout dog lolx | Sentiment: Positive
Text: somebody fuck kill please | Sentiment: Negative
Text: fuckenjew shy plus already stole brain sleep | Sentiment: Positive
Text: nah unfortunate dont eat stuff cause want live year longer one smart one | Sentiment: Negative
Text: mileycyrus yes im boston college fair school hahaa | Sentiment: Positive
Text: mikebairos tix go attend festivity | Sentiment: Positive
Text: happy birthdaaaaayyy bebe noveloraineee godbless youuu | Sentiment: Positive
Text: darkmagique yes sure sooo happy check time onish jaaaaaah lolm | Sentiment: Positive
Text: download pollock app quite like drew flower lolz http twitpic com | Sentiment: Negative
Text: literally hate reading damn book | Sentiment: Positive
Text: fortnitegame better add bouncer back way dumb enough add big game change https co | Sentiment: Negative
Text: rt swear move forward get ahead life | Sentiment: Positive
Text: intelligensia follow four day week | Sentiment: Positive
Text: josephsadowitz forensicpathmd drjudymelinek nra want gun seriously sure http co | Sentiment: Negative
Text: sallyinnorfolk awww use twitter company | Sentiment: Positive
Text: come back sunday monday | Sentiment: Positive
Text: realize month celebrate birthday watch wolverine movie wwe raw nice timing | Sentiment: Positive
Text: process make doll look heap better cuter | Sentiment: Positive
Text: laurenbullo manchester england rt jaemverse dont want anymore | Sentiment: Negative
Text: cant wait get damn nose job take new selfies cause hate every single picture includ http co | Sentiment: Negative
Text: www youtube com watch video comment amp suscribe amp follow cheer | Sentiment: Positive
Text: thirdsectorlab greeting | Sentiment: Positive
Text: son one friend | Sentiment: Positive
Text: amp weather paris let go beautiful day | Sentiment: Positive
Text: disgust disappointment gotten visibly fatter cheeks puffy stomach actually de http co | Sentiment: Negative
Text: rt richsoleek happy person last year | Sentiment: Positive
Text: almost break class negative thought kick mf tire living hahahahahahahah | Sentiment: Positive
Text: keep repeating kill kill already ready listen inner thought attempt past last moment either live hellblaze pain become even bigger failure body stop mind scream sometimes body stops sometimes body give life lay want shed tear yet know one care lay quietly darkness day end try drown voice leave music recently dont care listen stuck life ready listen voice ready listen inner shout easier access gun life would much harder dont instead go either painfull way hope others continue carry sadly think lose mine | Sentiment: Negative
Text: paulhuse ouch | Sentiment: Positive
Text: gon na go cut chickeeeen | Sentiment: Positive
Text: want think | Sentiment: Positive
Text: jane rodriguezz cotulla tx lacoste tx rt jaemverse dont want anymore | Sentiment: Negative
Text: foodphilosophy magic rejuvenation hmm think triple oxygen mask http gd kqkq hang | Sentiment: Negative
Text: fuckin kill | Sentiment: Positive
Text: bhavika look like find beer | Sentiment: Positive
Text: want friend group friends dont leave | Sentiment: Negative
Text: jyl momif lol today woman handle kid inspires inspire | Sentiment: Positive
Text: smallbizz entrepreneur entrepreneurlifestyle http co | Sentiment: Negative
Text: rt never throw shade hate quiet bitch still want dead pure hate | Sentiment: Positive
Text: rt wyattearpla actually tire like living home trouble deceitful child always win | Sentiment: Positive
Text: good morning sun shin go beach bff see later tan | Sentiment: Positive
Text: rt palestinianho patient hate want die | Sentiment: Positive
Text: god want u happy want u good | Sentiment: Negative
Text: photo eatsleepdraw weird like http tumblr com | Sentiment: Negative
Text: yo seriously need stop damn clingy people like bloody annoy hate | Sentiment: Negative
Text: hi thanks follow finish fob trail | Sentiment: Positive
Text: want come account literally thing keep miserable existence http co | Sentiment: Negative
Text: rt juicymarilee love care person | Sentiment: Positive
Text: nomadicmatt like link site http www worldresolution net travel | Sentiment: Negative
Text: nminers wherever day take u route youlgreave mo sun wake | Sentiment: Positive
Text: sleep disturb look end career today | Sentiment: Positive
Text: joshuawhite well spend enough time may well subsidize habit | Sentiment: Positive
Text: tired living day day like everything alright | Sentiment: Positive
Text: want protect | Sentiment: Positive
Text: visit lovely zone head today nice | Sentiment: Positive
Text: tired concert ate noodle instead eat emily saw photo restaurant http co | Sentiment: Negative
Text: rt hanamichels find suicide note fine write april seem like date wrong year nbc commentator keep | Sentiment: Positive
Text: mrszee go | Sentiment: Positive
Text: fast amp furious new model original part really good film | Sentiment: Positive
Text: ecstatic wal mart carry sambazon | Sentiment: Positive
Text: assign sit next awesome student class hahaha | Sentiment: Positive
Text: rt authorsweek congratulation seye seyeoke latest author week authorsweek keep create keep writing | Sentiment: Positive
Text: success consist go failure failure without loss enthusiasm winston churchill quote persistence | Sentiment: Positive
Text: joyreaper wolfenspride breitbartnews doubt obama foster hate division chaos anarchy th http co | Sentiment: Negative
Text: successorluke wan na anymore parent pressure much get job like solicit yet complain dont feel comfortable living house anymore want leave good go another country | Sentiment: Negative
Text: kingxhesh fucking kill already dont want anymore | Sentiment: Negative
Text: say job time shit cant wait see next time go maccas run | Sentiment: Positive
Text: think hamsty bank account good idea save | Sentiment: Positive
Text: saulashby really like photo nice interview | Sentiment: Positive
Text: dead wait see last word death whoever interestedi sorry youre better without youll learn live without wont difficult shall die | Sentiment: Positive
Text: know want hear examination | Sentiment: Negative
Text: feel numb hate job hate wake everyday feel nothing feel like autopilot get dumped month ago almost year relationship nothing cheer anymore parent another state go see whenever want know could actually end dream way like car hit kill instantly sometimes think take bunch pill let | Sentiment: Negative
Text: get quot thing quot doctor chic | Sentiment: Positive
Text: caringcorbyn im okay lol literally cant explain everything much happen dont wan na anymore wtf even point literally cant want everything cant breathe right much im cry cant anymore | Sentiment: Negative
Text: jessedonoe mean life miserable guess light end tunnel | Sentiment: Positive
Text: yahoops thanks david | Sentiment: Positive
Text: want go man | Sentiment: Negative
Text: cut wrist black eeeeeyes | Sentiment: Positive
Text: happieee birthday anni aarthisivakarthikeyan | Sentiment: Positive
Text: hate fact damn near forced figure everything must do | Sentiment: Positive
Text: mmm oj scramble egg cheese toast gilmoregirls ahhh day amaze could get dryer work | Sentiment: Positive
Text: gypsytrading | Sentiment: Positive
Text: fair tax bush deficit back something | Sentiment: Positive
Text: kellyng mainstream medium report amp increase occurrence fail whale know eventually friend catch | Sentiment: Positive
Text: see eno thursday brian eno amp peter schwalm like picture pt ntnet http blip fm | Sentiment: Negative
Text: im fuckin http gd buy shirt please | Sentiment: Negative
Text: mega monster munch | Sentiment: Positive
Text: imagine much howard would want know | Sentiment: Negative
Text: god damn vend machine depress stand wait sad little snack like pavlovian bitch happy tuesday | Sentiment: Positive
Text: want anymore | Sentiment: Negative
Text: noticed something interesting emoticon v totally different emotion difference placement eye | Sentiment: Positive
Text: may live every day life jonathan swift | Sentiment: Positive
Text: derekmusial kidsseeghoats ok hold number correct anymore video two week old strength schedule record dont change much two week yall dont care top division overranked begin else want | Sentiment: Negative
Text: rt mpparimal remember legendary former presidentofindia sh apjabdulkalam auspicious birthday | Sentiment: Positive
Text: tire everything pls want die | Sentiment: Positive
Text: hortovanyi road widest smoothest great clear view way turn head right | Sentiment: Positive
Text: scribe wear shoes press conference thanks jarnail singh | Sentiment: Positive
Text: chillin mean holiday nothing silence haha finally relaxing time book typical lt | Sentiment: Positive
Text: watch morning decide today think keep search elusive job | Sentiment: Positive
Text: rt niallofficial win week congratulation tyrrellhatton machine | Sentiment: Positive
Text: target love line moment bank balance like great style make affordable style shopping | Sentiment: Positive
Text: donniewahlberg lucky go see show ny hope bring europe fall | Sentiment: Positive
Text: im tire today want lay bed full boy hugs sound good probably look even better | Sentiment: Negative
Text: nasty habit compare girl damn hate | Sentiment: Positive
Text: yea tire living | Sentiment: Positive
Text: sch ne marketingwort stimulus package http www dkny com sweepstakes sweepstakes php | Sentiment: Negative
Text: philthatremains totally jst start blast atr dude mom gon na kill care | Sentiment: Positive
Text: graham tx rt lilbluezcluez dont want anymore | Sentiment: Negative
Text: tim fischer talk love family | Sentiment: Positive
Text: want rn get home take fuck shower die | Sentiment: Negative
Text: kaschua know think put stuff cat phobe instead phile glad kitty like dome | Sentiment: Positive
Text: rt theoceaneopz deadass hate damn psn name wish name least one person every game th | Sentiment: Negative
Text: hello new follwers | Sentiment: Positive
Text: oops | Sentiment: Positive
Text: man want sancho succeed badly superstar need believe | Sentiment: Positive
Text: lararhiannon http twitpic com thats brilliance tim come | Sentiment: Negative
Text: thehodge pretty awesome make want smart car cup tea | Sentiment: Negative
Text: rt tigrissafaris indian roller bird consider auspicious india incredibleindia tigrissafaris photooftheday wildlifephoto | Sentiment: Positive
Text: new zealand look forward start already great night | Sentiment: Positive
Text: make fucking cry every night dont even know | Sentiment: Negative
Text: late night game guy fun time yesterday giddy day lt | Sentiment: Positive
Text: tonight last time sport milla jovovich esque hair http tinyurl com finally straight tomorrow | Sentiment: Negative
Text: cloudforce top trend surprise love | Sentiment: Positive
Text: plan come together nicely happy indeed today | Sentiment: Positive
Text: laugh cant believe flea attack dougie xx | Sentiment: Positive
Text: people tweet lot cool guess | Sentiment: Positive
Text: starrymilkteaa wow add thay list shit listen want die | Sentiment: Positive
Text: honestly dont want anymore | Sentiment: Negative
Text: unofficial diagnosis bipolar schizoaffective disorder nightmare much trial error sort therapy medication cocktail pill day get point function day day dont know feel right know though want stop | Sentiment: Negative
Text: die want close casket service memorial want play pop go weasel http co | Sentiment: Negative
Text: celebrate minor banking triumph banking get one admit wrong | Sentiment: Positive
Text: maybe hate | Sentiment: Positive
Text: tired living regular life | Sentiment: Positive
Text: rt yaanayanaa tire living like | Sentiment: Positive
Text: thefreerpgblog glad enjoy | Sentiment: Positive
Text: one fucking okay stop ask stop ask wrong knew fuck sa http co | Sentiment: Negative
Text: mikedignammusic hey stuff quite good get itunes | Sentiment: Positive
Text: want win first need understand game playing | Sentiment: Positive
Text: http twitpic com bby adorable | Sentiment: Negative
Text: thanks help share postrank love | Sentiment: Positive
Text: interesting note twitter like brand tweet people follow thanks follow alister mark greg | Sentiment: Positive
Text: spbpuk get snorer pro track really quite interesting | Sentiment: Positive
Text: cydneyw http twitpic com famous | Sentiment: Negative
Text: ravogd weird dream part life make xxxxxxxxx | Sentiment: Positive
Text: tired living lonely life | Sentiment: Positive
Text: helicon opt dm invite | Sentiment: Positive
Text: know even reach dream could everything love sick could get tir http co | Sentiment: Negative
Text: good morning everyone hope great start day raise cup coffee | Sentiment: Negative
Text: lukesmummy good boy look even cuter thing possible | Sentiment: Positive
Text: want kill | Sentiment: Positive
Text: appreciate grateful every give moment live life love joy enjoylife enjoyfriends https co | Sentiment: Negative
Text: fuck tired people tweet today omg stop treat romance like revolves around everything http co | Sentiment: Negative
Text: great day back ya | Sentiment: Positive
Text: bad make good show | Sentiment: Positive
Text: job front doesnt look bleak today | Sentiment: Positive
Text: work schedule next week make want die ready | Sentiment: Negative
Text: jamesrandom ye still rather imagine dad american superstar bum keep happy | Sentiment: Positive
Text: rt goghsreddevils bosco dumpling coachlanter congratulation coach lanter win first career ga | Sentiment: Positive
Text: rt shxxyellowbin oh heart hurt good love babe bad ikon shxxbi http co | Sentiment: Negative
Text: lilbluezcluez crawl hell dont want anymore | Sentiment: Negative
Text: sbux exclusively play rostam beck love | Sentiment: Positive
Text: work resist urge go home fucking sleep forever tbh | Sentiment: Positive
Text: alexakesson follow hedge fund | Sentiment: Positive
Text: julienviet fluider interface better regardless purpose | Sentiment: Positive
Text: beijingboyce maotai like maotai spirit much | Sentiment: Positive
Text: im really kms cause damn test omg hate remembering today | Sentiment: Positive
Text: stbalkcom know ur joe | Sentiment: Positive
Text: time mouse mouse pad long long night ahead know love | Sentiment: Positive
Text: coooeee day | Sentiment: Positive
Text: care frighten want go ahead | Sentiment: Negative
Text: shotdown like picture | Sentiment: Positive
Text: rlly cant wait old white ppl fuckijg die im tire gen amp baby boomer liter https co | Sentiment: Negative
Text: home uni today get result back hd yehhh yr always think wat ifs | Sentiment: Positive
Text: move already im tired living old hag | Sentiment: Positive
Text: okay let real really still nothing annoy as useless talentless person https co | Sentiment: Negative
Text: work two job school get ta car apartment boo life go good right | Sentiment: Negative
Text: accidentally whole rib cage well nearly half http tinyurl com | Sentiment: Negative
Text: oomongoomong person feel like one person doesnt see anymore | Sentiment: Negative
Text: influencers want comedian comedian want dead | Sentiment: Positive
Text: rt welovedara cap joross gamboa greets happy birthday ig live http co | Sentiment: Negative
Text: showcase quick vip room thursday | Sentiment: Positive
Text: silverlines keep mind thank tip | Sentiment: Positive
Text: reba mcentire amp kelly clarkson | Sentiment: Positive
Text: rt adrianxpression homophobic parent spew bigotry wonder end dead as kid keep act stupid | Sentiment: Positive
Text: casual tuesday train bf sit next today mean go good day | Sentiment: Negative
Text: djroxc welcome twitter | Sentiment: Positive
Text: louisepb come right place office interior company big would like desk | Sentiment: Positive
Text: work hard every day life work til ache bone end http co | Sentiment: Negative
Text: go toilet cause take leak hour | Sentiment: Positive
Text: rt babycarebot okay proud progress even exactly want get | Sentiment: Negative
Text: cut wrist black eye | Sentiment: Positive
Text: rt missmabh desperate need kidney transplant amp need match live donor actually end road need | Sentiment: Positive
Text: rt bijinchihiro blackcove family dolphin decimate died stress capture freedom forever lose defenseless | Sentiment: Positive
Text: millwall blackburn travel purchase live sky sport selection cant wait go game value | Sentiment: Positive
Text: rt yoonkittys happy birthday ride die hope best birthday ever love much hope love wa | Sentiment: Positive
Text: morning watch last night wait text friend | Sentiment: Positive
Text: gimmethefife one ever drive point suicide especially do nothing care | Sentiment: Positive
Text: sooo cool thanks much stuff ship soon best | Sentiment: Positive
Text: oh god want fuckin die hate im lonely | Sentiment: Positive
Text: oh yeah forget colour dress get ball theme quot la vega quot please reply | Sentiment: Positive
Text: good morning feeling happier today | Sentiment: Positive
Text: would strive anything perfection come think knew better | Sentiment: Positive
Text: fuck get almost do semester feel like much shit feel lik http co rmkzcdssni | Sentiment: Negative
Text: want u believe want american would make sense learn english less year ot http co | Sentiment: Negative
Text: reply xd say make many mistake | Sentiment: Positive
Text: basically feel like prisoner life feel like dont strenghth leave get go outside regular basis find anything make happy totaly dead inside fake happy | Sentiment: Negative
Text: tell sorry believe baby like sorry | Sentiment: Positive
Text: effect frozen repeat save edit want actually fuck die take http co | Sentiment: Negative
Text: da funk welcome bro | Sentiment: Positive
Text: tomfelton oh quot antique roadshow quot strangely addictive kind funny people find junk worthless | Sentiment: Positive
Text: iwoosh think ive run jack bauer joke paul connell one | Sentiment: Positive
Text: studiomag http twitpic com ooo remember one picnic top sennen burnt sausage | Sentiment: Negative
Text: pidgin integrate otr encryption standard component like adium really appreciate | Sentiment: Positive
Text: disneyland great get go pick kitty minute | Sentiment: Positive
Text: xroldx narrate dave smalley hero go wrong | Sentiment: Positive
Text: thing keep alive go guess could well kill | Sentiment: Positive
Text: movinthatgearup badlands smash manor ultimxtecreator guess | Sentiment: Positive
Text: idea hell would heaven mean really want dead one time | Sentiment: Negative
Text: mark uk ne know queen | Sentiment: Positive
Text: aj really wwe champ anymore want die | Sentiment: Negative
Text: rt amyadamsnose please somebody come fucking kill im love http co | Sentiment: Negative
Text: beelarge ohhhhh um hope mine come sooooooooooooooooooon look goog give ere lem hav look | Sentiment: Positive
Text: whoever reply cant see kno say say go see aquaman direct james wan dec http co | Sentiment: Negative
Text: corn future yo live jacksonville let lunch | Sentiment: Positive
Text: sophistifunk aye | Sentiment: Positive
Text: grandpas wrist bleed really bad cut accident | Sentiment: Positive
Text: jasongaunt yeah lots potential think work iphone app month mate | Sentiment: Positive
Text: rt bigdaddyj wwr congratulation wwe championship win danielbryan heel turn go need luck | Sentiment: Positive
Text: hodakotb celebrate bday klg anniversary bday shout wait watch | Sentiment: Positive
Text: school comtuper chat makeing | Sentiment: Positive
Text: crazy cause shut two ppl soo long ik love death would prob | Sentiment: Positive
Text: damn forget spyro midnight release literally drive past gamestop hate | Sentiment: Positive
Text: new hip album today mine arrive vinyl next week | Sentiment: Positive
Text: sit burger king whopper table front | Sentiment: Positive
Text: darynkagan good afternoon part world abu dhabi gmt | Sentiment: Positive
Text: deadass hate damn psn name wish name least one person every ga http co | Sentiment: Negative
Text: get memo tell likely intoxicate problem welcome | Sentiment: Positive
Text: holyschmoke finger firmly cross advice give shout | Sentiment: Positive
Text: want go back school rn want drive want stupid project http co | Sentiment: Negative
Text: lolithicc northen ireland im sorry really want life end im sorry drank week straight sorry hard say gon na fine life never fine atall im sorry dont want anymore | Sentiment: Negative
Text: alancostello thats send later since completley miss friday lyric | Sentiment: Positive
Text: think find good group help refocus | Sentiment: Positive
Text: good start today | Sentiment: Positive
Text: get film giggle lt colbert | Sentiment: Positive
Text: marcammann yah hope btw want could dinner thursday | Sentiment: Negative
Text: twinelis wine food nice people fun today delidelux | Sentiment: Positive
Text: sonjanorwood see fast learner lol go message page full one night go head m sonya | Sentiment: Positive
Text: style hunt today brick lane west end later today need get canon lens jacob | Sentiment: Positive
Text: giftuseeme thas good think might go fun | Sentiment: Positive
Text: try good buy food dead as want chipotle chicken rice rn | Sentiment: Negative
Text: acummings watch figured maple frost today delicious dd coffee | Sentiment: Positive
Text: stan chart card want way access money earn | Sentiment: Positive
Text: generic shit whats fuck point life literally incapable achieve happiness like fuck dude drunk feel even shittier sober give one week still feel like complete fuck shit like past year thats do | Sentiment: Negative
Text: nikki knebs congrats hopefully see fall | Sentiment: Positive
Text: sigh hate hardly get time fun anymore go sleep early waking http co usjjtgfjer | Sentiment: Negative
Text: katahay adore music extremely talented | Sentiment: Positive
Text: please tire everything discordapp coffee maker popup https co mlxvjzielj | Sentiment: Negative
