Text: making lunch | Sentiment: Positive
Text: feel lucky work shining young stars healthcare honored forbes today https co | Sentiment: Negative
Text: losing guys huge got ta deal time call weber pp amp price take nyquil habs | Sentiment: Positive
Text: hate want self pitying mind refuses let like damn wan na feel sorry fo https co | Sentiment: Negative
Text: love way skype fades music back call ends easily impressed | Sentiment: Positive
Text: rt virendersehwag congratulations india beating pakistan indvpak thank advance diwali gift thehock | Sentiment: Positive
Text: nicharry tell simon quot used tuks fm quot says hi | Sentiment: Positive
Text: damn make proper website one day help tiff | Sentiment: Positive
Text: least raining today | Sentiment: Positive
Text: morning started bad want go home sleep forever | Sentiment: Positive
Text: think lack saying anything pretty stupid met harry acting cool https co | Sentiment: Negative
Text: taking son braces taken big day teen age boy life | Sentiment: Positive
Text: mattstevensloop thanks matt glad like algorithmic music gigs planned far though | Sentiment: Positive
Text: like man end spending rest days aint feel like im going hate life | Sentiment: Positive
Text: hate parents much want kill spite especially dad almost want children want dad become grandfather like didnt want girlfriend friends growing dont think would even goto funeral died hate bottom heart order chain mom hated ignored yelled since little boy hate forever hatred killing | Sentiment: Negative
Text: rolyatoj teething problems new house amp friends | Sentiment: Positive
Text: asahi giant scared please eat ass spirits | Sentiment: Positive
Text: miserable never miserable life simply baby https co | Sentiment: Negative
Text: williamsledd love videos william new twitter | Sentiment: Positive
Text: thesouthernstar ochie kmaren nervous ya pas tu kliatan tau pas aku dtg aku ngeliat ochie lg tisu sampe tisu lecek | Sentiment: Positive
Text: cool got followers people interested | Sentiment: Positive
Text: rt elonmusk congratulations spacex team thanks nasa much appreciated https co | Sentiment: Negative
Text: tired merely existing want get living | Sentiment: Positive
Text: wan na kill im fucking done | Sentiment: Positive
Text: christinamendez list short mean god huge lol | Sentiment: Positive
Text: haha flight conchords bloody hilarious last night chur chur | Sentiment: Positive
Text: ryankingry picture cus damn looking good | Sentiment: Positive
Text: overspill well link anyway | Sentiment: Positive
Text: tell psychiatrist suicidal immediately shipped away handcuffed bed always lie | Sentiment: Positive
Text: fucking hell prada saved day | Sentiment: Positive
Text: easter eggs | Sentiment: Positive
Text: rt poemsandthongs kinda bad bitch ready die anyday | Sentiment: Positive
Text: sick tired blamed everything actually waiting day die | Sentiment: Positive
Text: rowanberry ohhh sending loads positive vibes way | Sentiment: Positive
Text: boomboxbindery say studio setup die without flat files designed whole studio around | Sentiment: Positive
Text: rt hornyfact fucking tired living smart athletic attractive talented ha | Sentiment: Positive
Text: jordandossett tell going try puresleep mouth piece tv let know works | Sentiment: Positive
Text: elisewrites congratulations accomplishments amazing person inside https co | Sentiment: Negative
Text: tpgraham pretty cool man fan lossless ftw check | Sentiment: Positive
Text: random thought glad live time gps cell navi car bc nothing confused https co | Sentiment: Negative
Text: beecheypat central cap levequethots sickening sickening elect ppl like lib https co | Sentiment: Negative
Text: everyone says im better dont want dont think doesnt quite matter think anymore | Sentiment: Positive
Text: landed belfast wee wee | Sentiment: Positive
Text: greigwells haha flamin distraction | Sentiment: Positive
Text: toodamnninja uhuhhhh word fail shipwreck sand obviously early | Sentiment: Positive
Text: plans changed better mtb ride sunshine | Sentiment: Positive
Text: want fucking die | Sentiment: Positive
Text: uni playing potc outside free hotx buns feel lovvvved | Sentiment: Positive
Text: mmmbaileys good day jessie tell birthday | Sentiment: Positive
Text: vince craine glad see toned sell still like software | Sentiment: Positive
Text: sick love songs tired tears done wishing still | Sentiment: Positive
Text: malhere hope good ride weather decent weather like live | Sentiment: Positive
Text: second people still want food grown old fashioned way like buy heritage meats heirloom seeds | Sentiment: Positive
Text: effyobie stop speaking sophisticated way please hard keep | Sentiment: Positive
Text: sitting sun baking degrees wonderful | Sentiment: Positive
Text: suitelifeofkell haha reminds daddy monkee old show wait lol whattt | Sentiment: Positive
Text: cant stop fucking upi amselfish gutless disrespectful spiteful rude self righteous arrogant ignorantim forgetful unfelpful self centeredim stupid clutzy lazy depressed constantly exhausted havent filled college applications didnt even plan living long want die stop disgracing family inconveniencing mom kind want ballistician look bullets dead bodies see gun came honestly likely subject one dont friends school like | Sentiment: Negative
Text: offense defense passive violent cut wrist heartbeat silent | Sentiment: Positive
Text: dcu su elections today | Sentiment: Positive
Text: im tired living whats point living keep whining | Sentiment: Positive
Text: shouldnt want kill many advantages life immediate family alive still involved life several friends frequently talk make enough money live easily every night go home drink hoping forget much want end every single moment sober spend thinking people might actually see really lazy waste space lucked success wheni amdrunk worry people find thati trying slowly kill alcohol fuck always thought could successful would happy well | Sentiment: Negative
Text: totally craving chocolate starbucks days left | Sentiment: Positive
Text: spiritscribbler dont think want twitter anymore adding anyone life | Sentiment: Positive
Text: rt dccc breaking democrats flipped redtoblue big congratulations congressman elect joshua harder | Sentiment: Positive
Text: sure normal consider suicide normal basis engineer larger corporation lately thinking point | Sentiment: Positive
Text: earom voted entry ellisdabomb incredible might play fifa | Sentiment: Positive
Text: want die dead | Sentiment: Positive
Text: xirthtv girl fucking one made kill night done institutionalized | Sentiment: Positive
Text: got hours sleep last night double shot latte good | Sentiment: Positive
Text: turnitgrey oh gosh think old oh well still like hahaha | Sentiment: Positive
Text: go make duty tomorrow goodnight | Sentiment: Positive
Text: ingermaaike aww thank | Sentiment: Positive
Text: bipolar disorder become hyper aware mood swings get bad enough barely get bed talk friends even work manic episodes dont sleep maybe hours night mind races make highly unrealistic goals get hit crippling depression | Sentiment: Positive
Text: rt nothing live dude shits sad | Sentiment: Positive
Text: cmgangrel typical metro even get right | Sentiment: Positive
Text: awesome photographer | Sentiment: Positive
Text: excited two sleeps wear stupid goggles bed anymore | Sentiment: Positive
Text: get woooooooooooo | Sentiment: Positive
Text: wan na goto concert damn bad would hate spent ticket right | Sentiment: Positive
Text: mwmyn would say philosophical | Sentiment: Positive
Text: rt correcting anything live life calmly nothing going miserable world | Sentiment: Positive
Text: oh shit could get hand theres dancing place hoe shindig nada | Sentiment: Positive
Text: boddingtons see ya anastasia marvellous day | Sentiment: Positive
Text: need fucking move already tired told fucking roo https co | Sentiment: Negative
Text: beelarge mine today | Sentiment: Positive
Text: sick tired living https co | Sentiment: Negative
Text: rosskie far shopping today heehee | Sentiment: Positive
Text: priyank acharya jpnadda world got right path celebrating matri pitri pujan diwas started bapuji | Sentiment: Positive
Text: cya later crew got bit work | Sentiment: Positive
Text: mileycyrus early late haha | Sentiment: Positive
Text: gon na go school back around | Sentiment: Positive
Text: homework day assignments due almost done | Sentiment: Positive
Text: suicide rehab center last month life sadness depression give would easier dead | Sentiment: Positive
Text: congratulations jim great editor great media artist | Sentiment: Positive
Text: washed dressed | Sentiment: Positive
Text: past week thinking nothing want disappear feel trapped li https co | Sentiment: Negative
Text: want say | Sentiment: Positive
Text: one damn time watch raw becky smackdown women division attack raw women division https co | Sentiment: Negative
Text: leaving house gon na switch texts | Sentiment: Positive
Text: yumm jeremy kyle bacon sandwich | Sentiment: Positive
Text: really feeling whole going class productive thing today hooky | Sentiment: Positive
Text: rt revolwoc sh tbritttsays que screamo voice cut wrist black eyes | Sentiment: Positive
Text: rt jeffflake congratulations kyrstensinema race well run wonderful honor representing arizona senat | Sentiment: Positive
Text: loves weather goes bike tour doggy | Sentiment: Positive
Text: goodnight really want fucking kill | Sentiment: Positive
Text: fuck fucking hate | Sentiment: Positive
Text: believe lost damn car keys smh mind damn house key time drunk https co | Sentiment: Negative
Text: muttering wan na die daily months feel worthless shes soulmate cant live horrible world without lonely wish could turn part brain feels | Sentiment: Positive
Text: skill takes time iq center could run bigs floor force teams go small https co | Sentiment: Negative
Text: everything good heart expect nothing return never disappointed | Sentiment: Positive
Text: make sure email enter month giveaway makeup pink quartz minerals | Sentiment: Positive
Text: anyway cant accept ive moved sickos go fuck ill keep avoiding sorry asses | Sentiment: Positive
Text: richardsedley absolutely interested shoot info dm course feel free share reply retweet | Sentiment: Positive
Text: msnbc nbcnews accepted benefits hostile foreign government conspired michael cohen violate https co | Sentiment: Negative
Text: caution addictive | Sentiment: Positive
Text: rt shen bird doctor afraid may never wake coma | Sentiment: Positive
Text: god herme im tired please kill want die | Sentiment: Positive
Text: hahah yeah see told coffee bean chocolate ice blended way better let know show tonight | Sentiment: Positive
Text: matt elliot third eye foundation playing grv tonight early gig first act curfew anyone fancies | Sentiment: Positive
Text: keep fucking matters fucking hate god damn much like | Sentiment: Positive
Text: chrisgarrett wait details | Sentiment: Positive
Text: everything okay nothing feels okay always bit unhappy kid think although remember much childhood dont want kill sometimes thought comes creeping scares little weeks ago problem came financial problem quite fixable handle tied noose everything gon na alone house dog really one would able stop didnt anything felt like could done completely impulse fixable problem leaving behind everything love hopeful future feel creeping everything fine cant help feeling like everything would easier everyone would realize little need | Sentiment: Negative
Text: wimcoekaerts life car pool lane friend | Sentiment: Positive
Text: gfrdtagon also hate making comeback rp bcs caused many bad things shudnt happened bub https co | Sentiment: Negative
Text: future therapist damn like sometimes | Sentiment: Positive
Text: erickaaa haha awww amazing pizza much photoshoot take hehe gon na answer ur fone xx | Sentiment: Positive
Text: jodonahue yes | Sentiment: Positive
Text: dareanderae love | Sentiment: Positive
Text: petemc mrs always telling sit enjoy moment instead trying take photos | Sentiment: Positive
Text: wait take back fucking hate living markham want actually kill damn | Sentiment: Positive
Text: modejunkie awww sweetness still cutie | Sentiment: Positive
Text: mikeyway cute | Sentiment: Positive
Text: life short man couldnt stress enough important live love peace good energy | Sentiment: Positive
Text: mynameislloyd fritzanator awesome time tonight knew would check twitter bed ha ha | Sentiment: Positive
Text: like sound new job title inventory manager | Sentiment: Positive
Text: rt mercurymalek fucking beg leave die deserve https co kfbttqboue | Sentiment: Negative
Text: rt palestinianho patient hate want die | Sentiment: Positive
Text: worst part tire easily love napping fortunately get tired work https co eydeithbbg | Sentiment: Negative
Text: http twitpic com chelsea brings chocolate diet coke happy | Sentiment: Positive
Text: think merely directing comment thought might want know | Sentiment: Positive
Text: want | Sentiment: Positive
Text: sometimes never know bad fucked one day wake nothing | Sentiment: Positive
Text: rt liberals say conservatives evil nothing truth believe live amp let live libs think big | Sentiment: Positive
Text: youractionlink utah want take perfect selfie looking phone camera | Sentiment: Positive
Text: freekaavan another year passed still alone sad suffering ever live dignity https co | Sentiment: Negative
Text: want remind without iris barry allen would dead right useless right https co vloroturez | Sentiment: Negative
Text: redmummy feel better today got sleep raining take beasts | Sentiment: Positive
Text: citypublicity revamp shortly amp real trouble going good amp bag publicy | Sentiment: Positive
Text: want businessman | Sentiment: Positive
Text: effects frozen repeat save edit want actually fucking die took https co | Sentiment: Negative
Text: oh god sweet nicotine tar crave bad today wrong lol hahaha xx | Sentiment: Positive
Text: callumfloyd welcome jungle | Sentiment: Positive
Text: nfear chicago il life hard never thought come onto social media vent talk feelings man life sucks dont want attention know tweet makes look like done streaming youtube playing games together wan na anymore | Sentiment: Negative
Text: year old transgirl hormones months recently suffered depressive episode due gender dysphoria couple weeks ago got job presenting female using female name problem still look somewhat masculine get stared constantly dismissed connect coworkers look act strange know supposed wait hormones really scared dont work get beaten lose job due want happy hard gotten point think death hope maybe get cant take anymore | Sentiment: Negative
Text: morning everyone | Sentiment: Positive
Text: rt hanniepower today one year ago lost neighbour friend suicide quote got worst times | Sentiment: Positive
Text: tails wanted kill dead itachi could killed want id https co | Sentiment: Negative
Text: rt gorb fanclub congratulations gorb graduating middle school hope strive greatness like | Sentiment: Positive
Text: google quot insert microsd blackberry bold quot found though | Sentiment: Positive
Text: awake hopin big brother gots time lil bit atleast yay katelyn might come hang | Sentiment: Positive
Text: rt happy birthday legendary neil young turns today https co | Sentiment: Negative
Text: rt darkles sparkle gameofthrones name arya stark want know last thing ever going see stark smi | Sentiment: Positive
Text: marijamilovanov oh hell yeah list made passionately oops ment patiently | Sentiment: Positive
Text: imwendy lol yeah loud depends dryer get rid static sneaky bout dog lolx | Sentiment: Positive
Text: somebody fucking kill please | Sentiment: Positive
Text: fuckenjew shy plus already stole brain sleep | Sentiment: Positive
Text: nah unfortunate dont eat stuff cause want live years longer one smart ones | Sentiment: Positive
Text: mileycyrus yess im boston college fair school hahaa | Sentiment: Positive
Text: mikebairos tix going attend festivities | Sentiment: Positive
Text: happy birthdaaaaayyy bebe noveloraineee godbless youuu | Sentiment: Positive
Text: darkmagique yes sure sooo happy checked time onish jaaaaaah lolm | Sentiment: Positive
Text: downloaded pollock app quite like drew flower lolz http twitpic com | Sentiment: Positive
Text: literally hate reading damn book | Sentiment: Positive
Text: fortnitegame better adding bouncers back way dumb enough add big game change https co | Sentiment: Negative
Text: rt swear move forward get ahead life | Sentiment: Positive
Text: intelligensia following four day week | Sentiment: Positive
Text: josephsadowitz forensicpathmd drjudymelinek nra want guns seriously sure https co | Sentiment: Negative
Text: sallyinnorfolk awww use twitter company | Sentiment: Positive
Text: coming back sunday monday | Sentiment: Positive
Text: realized month celebrate birthday watching wolverine movie wwe raw nice timing | Sentiment: Positive
Text: process making doll looking heaps better cuter | Sentiment: Positive
Text: laurenbullo manchester england rt jaemverse dont want anymore | Sentiment: Positive
Text: cant wait get damn nose job take new selfies cause hate every single picture includ https co | Sentiment: Negative
Text: www youtube com watch videos comment amp suscribe amp follow cheers | Sentiment: Positive
Text: thirdsectorlab greetings | Sentiment: Positive
Text: son one friends | Sentiment: Positive
Text: amp weather paris let go beautiful day | Sentiment: Positive
Text: disgusting disappointment gotten visibly fatter cheeks puffy stomach actually de https co | Sentiment: Negative
Text: rt richsoleek happy person last year | Sentiment: Positive
Text: almost broke class negative thoughts kicking mf tired living hahahahahahahah | Sentiment: Positive
Text: keep repeating kill kill already ready listen inner thoughts attempted past last moment either live hellblaze pain becoming even bigger failure body stops mind screams sometimes body stops sometimes body give life lay wanting shed tear yet know one care lay quietly darkness days end try drown voices left music recently dont care listen stuck life ready listen voices ready listen inner shouts easier access guns life would much harder dont instead go either painfull way hope others continue carry sadly think lost mine | Sentiment: Negative
Text: paulhuse ouch | Sentiment: Positive
Text: gon na go cut chickeeeen | Sentiment: Positive
Text: want think | Sentiment: Positive
Text: jane rodriguezz cotulla tx lacoste tx rt jaemverse dont want anymore | Sentiment: Positive
Text: foodphilosophy magic rejuvenation hmm thinking triple oxygen mask http gd kqkq hang | Sentiment: Positive
Text: fuckin kill | Sentiment: Positive
Text: bhavika looks like found beer | Sentiment: Positive
Text: want friend group friends dont leave | Sentiment: Positive
Text: jyl momif lol today woman handle kids inspires inspire | Sentiment: Positive
Text: smallbizz entrepreneur entrepreneurlifestyle https co | Sentiment: Negative
Text: rt never throw shade hate quiet bitches still want dead pure hate | Sentiment: Positive
Text: rt wyattearpla actually tired like living home troubled deceitful child always wins | Sentiment: Positive
Text: good morning sun shining going beach bff see later tan | Sentiment: Positive
Text: rt palestinianho patient hate want die | Sentiment: Positive
Text: god want us happy wants us good | Sentiment: Positive
Text: photo eatsleepdraw weird like http tumblr com | Sentiment: Positive
Text: yo seriously need stop damn clingy people like bloody annoying hate | Sentiment: Positive
Text: hi thanks follow finish fob trail | Sentiment: Positive
Text: want come account literally thing keeping miserable existence https co | Sentiment: Negative
Text: rt juicymarilee loving caring person | Sentiment: Positive
Text: nomadicmatt like linked site http www worldresolution net travel | Sentiment: Positive
Text: nminers wherever day takes us route youlgreave mo sun waking | Sentiment: Positive
Text: sleep disturbed looking end career today | Sentiment: Positive
Text: joshuawhite well spend enough time may well subsidize habit | Sentiment: Positive
Text: tired living day day like everything alright | Sentiment: Positive
Text: want protect | Sentiment: Positive
Text: visit lovely zone head today nice | Sentiment: Positive
Text: tired concert ate noodles instead eaten emily saw photos restaurant https co | Sentiment: Negative
Text: rt hanamichels found suicide note fine wrote april seems like dates wrong year nbc commentators keep | Sentiment: Positive
Text: mrszee go | Sentiment: Positive
Text: fast amp furious new model original parts really good film | Sentiment: Positive
Text: ecstatic wal mart carries sambazon | Sentiment: Positive
Text: assigned sit next awesome student class hahaha | Sentiment: Positive
Text: rt authorsweek congratulations seye seyeoke latest author week authorsweek keep creating keep writing | Sentiment: Positive
Text: success consists going failure failure without loss enthusiasm winston churchill quote persistence | Sentiment: Positive
Text: joyreaper wolfenspride breitbartnews doubt obama fostered hate division chaos anarchy th https co | Sentiment: Negative
Text: successorluke wan na anymore parents pressure much getting job like soliciting yet complain dont feel comfortable living house anymore want leave good go another country | Sentiment: Negative
Text: kingxhesh fucking kill already dont want anymore | Sentiment: Positive
Text: said job time shit cant wait see next time go maccas run | Sentiment: Positive
Text: thinking hamsty bank account good idea save | Sentiment: Positive
Text: saulashby really like photo nice interview | Sentiment: Positive
Text: dead wait see last words death whoever interestedi sorry youre better without youll learn live without wont difficult shall die | Sentiment: Positive
Text: know want hear examinations | Sentiment: Positive
Text: feeling numb hate job hate waking everyday feel nothing feel like autopilot got dumped months ago almost year relationship nothing cheers anymore parents another state go see whenever want know could actually end dream ways like car hitting killing instantly sometimes think taking bunch pills letting | Sentiment: Negative
Text: got quot thing quot doctor chics | Sentiment: Positive
Text: caringcorbyn im okay lol literally cant explain everything much happened dont wan na anymore wtf even point literally cant want everything cant breathe right much im crying cant anymore | Sentiment: Negative
Text: jessedonoe mean life miserable guess light end tunnel | Sentiment: Positive
Text: yahoops thanks david | Sentiment: Positive
Text: want go man | Sentiment: Positive
Text: cut wrist black eeeeeyes | Sentiment: Positive
Text: happieee birthday anni aarthisivakarthikeyan | Sentiment: Positive
Text: hate fact damn near forced figure everything must done | Sentiment: Positive
Text: mmm oj scrambled eggs cheese toast gilmoregirls ahhh day amazing could get dryer work | Sentiment: Positive
Text: gypsytrading | Sentiment: Positive
Text: fair tax bush deficit back something | Sentiment: Positive
Text: kellyng mainstream media reporting amp increasing occurrence fail whale know eventually friends catch | Sentiment: Positive
Text: seeing eno thursday brian eno amp peter schwalm like pictures pt ntnet http blip fm | Sentiment: Positive
Text: im fuckin http gd buy shirt please | Sentiment: Positive
Text: mega monster munch | Sentiment: Positive
Text: imagine much howard would want know | Sentiment: Positive
Text: god damn vending machines depressing standing waiting sad little snack like pavlovian bitch happy tuesday | Sentiment: Positive
Text: want anymore | Sentiment: Positive
Text: noticed something interesting emoticon vs totally different emotions difference placement eyes | Sentiment: Positive
Text: may live every day life jonathan swift | Sentiment: Positive
Text: derekmusial kidsseeghoats ok hold numbers correct anymore video two weeks old strength schedule record dont change much two weeks yall dont care top division overranked begin else want | Sentiment: Positive
Text: rt mpparimal remembering legendary former presidentofindia sh apjabdulkalam auspicious birthday | Sentiment: Positive
Text: tired everything pls want die | Sentiment: Positive
Text: hortovanyi road widest smoothest great clear views way turn head right | Sentiment: Positive
Text: scribes wear shoes press conference thanks jarnail singh | Sentiment: Positive
Text: chillin mean holidays nothing silence haha finally relaxing time book typical lt | Sentiment: Positive
Text: watching morning deciding today think keep searching elusive job | Sentiment: Positive
Text: rt niallofficial wins weeks congratulations tyrrellhatton machine | Sentiment: Positive
Text: target loving line moment bank balance liking great style made affordable style shopping | Sentiment: Positive
Text: donniewahlberg lucky going see show ny hope bring europe fall | Sentiment: Positive
Text: im tired today want lay bed full boys hugs sounds good probably look even better | Sentiment: Positive
Text: nasty habit comparing girls damn hate | Sentiment: Positive
Text: yea tired living | Sentiment: Positive
Text: sch nes marketingwort stimulus package http www dkny com sweepstakes sweepstakes php | Sentiment: Positive
Text: philthatremains totally jst started blasting atr dude mom gon na kill cares | Sentiment: Positive
Text: graham tx rt lilbluezcluez dont want anymore | Sentiment: Positive
Text: tim fischer talk love family | Sentiment: Positive
Text: want rn get home take fucking shower die | Sentiment: Positive
Text: kaschua know thought putting stuff cat phobe instead phile glad kittys like dome | Sentiment: Positive
Text: rt theoceaneopz deadass hate damn psn name wish named least one person every games th | Sentiment: Positive
Text: hello new follwers | Sentiment: Positive
Text: oops | Sentiment: Positive
Text: man want sancho succeed badly superstar needs believe | Sentiment: Positive
Text: lararhiannon http twitpic com thats brilliance tim coming | Sentiment: Positive
Text: thehodge pretty awesome makes want smart car cup tea | Sentiment: Positive
Text: rt tigrissafaris indian roller bird considered auspicious india incredibleindia tigrissafaris photooftheday wildlifephoto | Sentiment: Positive
Text: new zealand looking forward starting already great night | Sentiment: Positive
Text: make fucking cry every night dont even know | Sentiment: Positive
Text: late night gaming guys fun times yesterday giddy day lt | Sentiment: Positive
Text: tonight last time sport milla jovovich esque hair http tinyurl com finally straight tomorrow | Sentiment: Positive
Text: cloudforce top trend surprised loved | Sentiment: Positive
Text: plans coming together nicely happy indeed today | Sentiment: Positive
Text: laughing cant believe flea attacks dougie xx | Sentiment: Positive
Text: people tweets lot cool guess | Sentiment: Positive
Text: starrymilkteaa wow adding thay list shit listen want die | Sentiment: Positive
Text: honestly dont want anymore | Sentiment: Positive
Text: unofficial diagnosis bipolar schizoaffective disorder nightmare much trial error sorts therapies medication cocktail pills day gotten point function day day dont know feel right know though want stop | Sentiment: Negative
Text: die want closed casket service memorial want play pop goes weasel https co | Sentiment: Negative
Text: celebrating minor banking triumph banking got one admit wrong | Sentiment: Positive
Text: maybe hate | Sentiment: Positive
Text: tired living regular life | Sentiment: Positive
Text: rt yaanayanaa tired living like | Sentiment: Positive
Text: thefreerpgblog glad enjoyed | Sentiment: Positive
Text: one fucking okay stop asking stop asking wrong knew fucking sa https co | Sentiment: Negative
Text: mikedignammusic hey stuff quite good get itunes | Sentiment: Positive
Text: want win first need understand game playing | Sentiment: Positive
Text: http twitpic com bby adorable | Sentiment: Positive
Text: thanks helping share postrank love | Sentiment: Positive
Text: interesting note twitter like branding tweet people follow thanks follow alister mark greg | Sentiment: Positive
Text: spbpuk got snorer pro track really quite interesting | Sentiment: Positive
Text: cydneyw http twitpic com famous | Sentiment: Positive
Text: ravogd weird dreams part life make xxxxxxxxx | Sentiment: Positive
Text: tired living lonely life | Sentiment: Positive
Text: helicon opt dm invites | Sentiment: Positive
Text: knew even reached dream could everything love sick could get tir https co | Sentiment: Negative
Text: good morning everyone hope great start day raises cup coffee | Sentiment: Positive
Text: lukesmummy good boy looks even cuter thing possible | Sentiment: Positive
Text: want kill | Sentiment: Positive
Text: appreciate grateful every given moment live life love joy enjoylife enjoyfriends https co | Sentiment: Negative
Text: fucking tired people tweet today omg stop treating romance like revolves around everything https co | Sentiment: Negative
Text: great day back ya | Sentiment: Positive
Text: bad make good show | Sentiment: Positive
Text: jobs front doesnt look bleak today | Sentiment: Positive
Text: work schedule next week makes want die ready | Sentiment: Positive
Text: jamesrandom ye still rather imagine dad american superstar bum keeps happy | Sentiment: Positive
Text: rt goghsreddevils bosco dumpling coachlanter congratulations coach lanter winning first career ga | Sentiment: Positive
Text: rt shxxyellowbin oh heart hurts good love babe bad ikon shxxbi https co | Sentiment: Negative
Text: lilbluezcluez crawling hell dont want anymore | Sentiment: Positive
Text: sbux exclusively playing rostam beck loving | Sentiment: Positive
Text: work resisting urge go home fucking sleep forever tbh | Sentiment: Positive
Text: alexakesson follow hedge funds | Sentiment: Positive
Text: julienviet fluider interface better regardless purpose | Sentiment: Positive
Text: beijingboyce maotai like maotai spirit much | Sentiment: Positive
Text: im really kms cause damn test omg hate remembering today | Sentiment: Positive
Text: stbalkcom know ur joe | Sentiment: Positive
Text: time mouse mouse pad long long night ahead know love | Sentiment: Positive
Text: coooeee day | Sentiment: Positive
Text: care frightening want go ahead | Sentiment: Positive
Text: shotdown like picture | Sentiment: Positive
Text: rlly cant wait old white ppl fuckijg die im tired gen amp baby boomers liter https co | Sentiment: Negative
Text: home uni today got results back hd yehhh yrs always thinking wat ifs | Sentiment: Positive
Text: move already im tired living old hag | Sentiment: Positive
Text: okay lets real really still nothing annoying ass useless talentless person https co | Sentiment: Negative
Text: work two jobs school got ta car apartment boo life going good right | Sentiment: Positive
Text: accidentally whole rib cage well nearly half http tinyurl com | Sentiment: Positive
Text: oomongoomong person feels like one person doesnt see anymore | Sentiment: Positive
Text: influencers want comedians comedians want dead | Sentiment: Positive
Text: rt welovedara cap joross gamboa greets happy birthday ig live https co | Sentiment: Negative
Text: showcase quick vip room thursday | Sentiment: Positive
Text: silverlines keep mind thank tips | Sentiment: Positive
Text: reba mcentire amp kelly clarkson | Sentiment: Positive
Text: rt adrianxpression homophobic parents spew bigotry wondering end dead ass kids keep acting stupid | Sentiment: Positive
Text: casual tuesday train bf sat next today mean going good day | Sentiment: Positive
Text: djroxc welcome twitter | Sentiment: Positive
Text: louisepb come right place office interiors company big would like desk | Sentiment: Positive
Text: work hard every day life work til ache bones end https co | Sentiment: Negative
Text: going toilet cause take leak hour | Sentiment: Positive
Text: rt babycarebot okay proud progress even exactly want getting | Sentiment: Positive
Text: cut wrist black eyes | Sentiment: Positive
Text: rt missmabh desperate need kidney transplant amp need matching live donor actually end road need | Sentiment: Positive
Text: rt bijinchihiro blackcove family dolphins decimated died stress captured freedom forever lost defenseless | Sentiment: Positive
Text: millwall blackburn travel purchased live sky sports selection cant wait go game value | Sentiment: Positive
Text: rt yoonkittys happy birthday ride die hope best birthday ever love much hope love wa | Sentiment: Positive
Text: morning watching last night waiting text friend | Sentiment: Positive
Text: gimmethefife one ever driven point suicide especially done nothing cared | Sentiment: Positive
Text: sooo cool thanks much stuff shipped soon best | Sentiment: Positive
Text: oh god want fuckin die hate im lonely | Sentiment: Positive
Text: oh yeah forgot colour dress get ball theme quot las vegas quot please reply | Sentiment: Positive
Text: good morning feeling happier today | Sentiment: Positive
Text: would strive anything perfection come thought knew better | Sentiment: Positive
Text: fucking get almost done semester feel like much shit feel lik https co rmkzcdssni | Sentiment: Negative
Text: want us believe want american would make sense learn english less years ot https co | Sentiment: Negative
Text: reply xd say make many mistakes | Sentiment: Positive
Text: basically feel like prisoner life feel like dont strenghth left get go outside regular basis finding anything makes happy totaly dead inside fake happy | Sentiment: Positive
Text: tell sorry believe baby like sorry | Sentiment: Positive
Text: effects frozen repeat save edit want actually fucking die took https co | Sentiment: Negative
Text: da funk welcome bro | Sentiment: Positive
Text: tomfelton oh quot antiques roadshow quot strangely addictive kind funny people find junk worthless | Sentiment: Positive
Text: iwoosh think ive run jack bauer jokes paul connell ones | Sentiment: Positive
Text: studiomag http twitpic com ooo remember one picnic top sennen burnt sausages | Sentiment: Positive
Text: pidgin integrate otr encryption standard component like adium really appreciate | Sentiment: Positive
Text: disneyland great got go pick kitties minute | Sentiment: Positive
Text: xroldx narrated dave smalley hero go wrong | Sentiment: Positive
Text: thing keeping alive gone guess could well kill | Sentiment: Positive
Text: movinthatgearup badlands smash manor ultimxtecreator guess | Sentiment: Positive
Text: idea hell would heaven mean really want dead one time | Sentiment: Positive
Text: mark uk ne know queen | Sentiment: Positive
Text: aj really wwe champ anymore want die | Sentiment: Positive
Text: rt amyadamsnose please somebody come fucking kill im love https co | Sentiment: Negative
Text: beelarge ohhhhh um hope mine comes sooooooooooooooooooon look goog give ere lem hav look | Sentiment: Positive
Text: whoever replied cant see kno said said go see aquaman directed james wan dec https co | Sentiment: Negative
Text: corning futures yo live jacksonville lets lunch | Sentiment: Positive
Text: sophistifunk aye | Sentiment: Positive
Text: grandpas wrist bleeding really bad cut accident | Sentiment: Positive
Text: jasongaunt yeah lots potential think working iphone app months mate | Sentiment: Positive
Text: rt bigdaddyj wwr congratulations wwe championship win danielbryan heel turn going need luck | Sentiment: Positive
Text: hodakotb celebrate bday klg anniversary bday shout wait watch | Sentiment: Positive
Text: school comtuper chat makeing | Sentiment: Positive
Text: crazy cause shut two ppl soo long ik love death would prob | Sentiment: Positive
Text: damn forgot spyro midnight release literally drove past gamestop hate | Sentiment: Positive
Text: new hip album today mine arrives vinyl next week | Sentiment: Positive
Text: sitting burger king whopper table front | Sentiment: Positive
Text: darynkagan good afternoon part world abu dhabi gmt | Sentiment: Positive
Text: deadass hate damn psn name wish named least one person every ga https co | Sentiment: Negative
Text: get memo told likely intoxicated problem welcome | Sentiment: Positive
Text: holyschmoke fingers firmly crossed advice give shout | Sentiment: Positive
